dst_name,subject,activity,trial,camera,frame_index,time_sec,src_path
0026_S01_A07_T03_C2_F000520.png,S01,7,T03,C2,520,29.23,"/scratch/21376026/UPFall/Subject1/Activity7/Trial3/Subject1Activity7Trial3Camera2/2018-07-04T12_16_32.390920.png"
0027_S01_A08_T02_C1_F000019.png,S01,8,T02,C1,19,1.001,"/scratch/21376026/UPFall/Subject1/Activity8/Trial2/Subject1Activity8Trial2Camera1/2018-07-04T12_18_45.303460.png"
0028_S01_A08_T03_C2_F000028.png,S01,8,T03,C2,28,1.844,"/scratch/21376026/UPFall/Subject1/Activity8/Trial3/Subject1Activity8Trial3Camera2/2018-07-04T12_19_58.020582.png"
0029_S01_A09_T02_C2_F000010.png,S01,9,T02,C2,10,0.78,"/scratch/21376026/UPFall/Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera2/2018-07-04T12_21_33.882223.png"
0030_S01_A09_T03_C1_F000080.png,S01,9,T03,C1,80,4.733,"/scratch/21376026/UPFall/Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera1/2018-07-04T12_21_53.586739.png"
0031_S10_A01_T01_C1_F000028.png,S10,1,T01,C1,28,1.58,"/scratch/21376026/UPFall/Subject10/Activity1/Trial1/Subject10Activity1Trial1Camera1/2018-07-10T13_08_26.571076.png"
0032_S10_A01_T01_C2_F000028.png,S10,1,T01,C2,28,1.58,"/scratch/21376026/UPFall/Subject10/Activity1/Trial1/Subject10Activity1Trial1Camera2/2018-07-10T13_08_26.571076.png"
0033_S10_A10_T01_C1_F000060.png,S10,10,T01,C1,60,3.584,"/scratch/21376026/UPFall/Subject10/Activity10/Trial1/Subject10Activity10Trial1Camera1/2018-07-09T13_56_02.462137.png"
0034_S10_A10_T01_C2_F000250.png,S10,10,T01,C2,250,14.176,"/scratch/21376026/UPFall/Subject10/Activity10/Trial1/Subject10Activity10Trial1Camera2/2018-07-09T13_56_13.054085.png"
0035_S10_A10_T02_C1_F000470.png,S10,10,T02,C1,470,26.743,"/scratch/21376026/UPFall/Subject10/Activity10/Trial2/Subject10Activity10Trial2Camera1/2018-07-09T13_57_01.655414.png"
0036_S10_A10_T02_C2_F000050.png,S10,10,T02,C2,50,2.771,"/scratch/21376026/UPFall/Subject10/Activity10/Trial2/Subject10Activity10Trial2Camera2/2018-07-09T13_56_37.683900.png"
0037_S10_A10_T03_C2_F000300.png,S10,10,T03,C2,300,16.857,"/scratch/21376026/UPFall/Subject10/Activity10/Trial3/Subject10Activity10Trial3Camera2/2018-07-09T13_57_46.551013.png"
0038_S10_A11_T01_C1_F000150.png,S10,11,T01,C1,150,8.693,"/scratch/21376026/UPFall/Subject10/Activity11/Trial1/Subject10Activity11Trial1Camera1/2018-07-09T13_58_59.154993.png"
0039_S10_A11_T02_C1_F000460.png,S10,11,T02,C1,460,25.972,"/scratch/21376026/UPFall/Subject10/Activity11/Trial2/Subject10Activity11Trial2Camera1/2018-07-09T14_00_20.466157.png"
0040_S10_A11_T03_C1_F000040.png,S10,11,T03,C1,40,2.221,"/scratch/21376026/UPFall/Subject10/Activity11/Trial3/Subject10Activity11Trial3Camera1/2018-07-09T14_01_00.964219.png"
0041_S10_A11_T03_C2_F000440.png,S10,11,T03,C2,440,25.004,"/scratch/21376026/UPFall/Subject10/Activity11/Trial3/Subject10Activity11Trial3Camera2/2018-07-09T14_01_23.747847.png"
0042_S10_A02_T02_C1_F000029.png,S10,2,T02,C1,29,1.595,"/scratch/21376026/UPFall/Subject10/Activity2/Trial2/Subject10Activity2Trial2Camera1/2018-07-10T13_10_11.154171.png"
0043_S10_A02_T02_C2_F000029.png,S10,2,T02,C2,29,1.595,"/scratch/21376026/UPFall/Subject10/Activity2/Trial2/Subject10Activity2Trial2Camera2/2018-07-10T13_10_11.154171.png"
0044_S10_A03_T02_C1_F000019.png,S10,3,T02,C1,19,1.028,"/scratch/21376026/UPFall/Subject10/Activity3/Trial2/Subject10Activity3Trial2Camera1/2018-07-09T13_40_15.621918.png"
0045_S10_A03_T02_C2_F000019.png,S10,3,T02,C2,19,1.028,"/scratch/21376026/UPFall/Subject10/Activity3/Trial2/Subject10Activity3Trial2Camera2/2018-07-09T13_40_15.621918.png"
0046_S10_A04_T02_C2_F000029.png,S10,4,T02,C2,29,1.593,"/scratch/21376026/UPFall/Subject10/Activity4/Trial2/Subject10Activity4Trial2Camera2/2018-07-09T13_41_46.071436.png"
0047_S10_A04_T03_C1_F000019.png,S10,4,T03,C1,19,1.02,"/scratch/21376026/UPFall/Subject10/Activity4/Trial3/Subject10Activity4Trial3Camera1/2018-07-09T13_42_04.327292.png"
0048_S10_A05_T03_C1_F000029.png,S10,5,T03,C1,29,1.546,"/scratch/21376026/UPFall/Subject10/Activity5/Trial3/Subject10Activity5Trial3Camera1/2018-07-09T13_43_06.135772.png"
0049_S10_A05_T03_C2_F000029.png,S10,5,T03,C2,29,1.546,"/scratch/21376026/UPFall/Subject10/Activity5/Trial3/Subject10Activity5Trial3Camera2/2018-07-09T13_43_06.135772.png"
0050_S10_A06_T01_C1_F000930.png,S10,6,T01,C1,930,49.252,"/scratch/21376026/UPFall/Subject10/Activity6/Trial1/Subject10Activity6Trial1Camera1/2018-07-09T13_44_22.424002.png"
0051_S10_A06_T02_C1_F000710.png,S10,6,T02,C1,710,37.869,"/scratch/21376026/UPFall/Subject10/Activity6/Trial2/Subject10Activity6Trial2Camera1/2018-07-09T13_45_14.792025.png"
0052_S10_A06_T02_C2_F000620.png,S10,6,T02,C2,620,32.967,"/scratch/21376026/UPFall/Subject10/Activity6/Trial2/Subject10Activity6Trial2Camera2/2018-07-09T13_45_09.890004.png"
0053_S10_A06_T03_C2_F000780.png,S10,6,T03,C2,780,41.342,"/scratch/21376026/UPFall/Subject10/Activity6/Trial3/Subject10Activity6Trial3Camera2/2018-07-09T13_46_21.606906.png"
0054_S10_A07_T01_C1_F000810.png,S10,7,T01,C1,810,45.983,"/scratch/21376026/UPFall/Subject10/Activity7/Trial1/Subject10Activity7Trial1Camera1/2018-07-09T13_47_52.643463.png"
0055_S10_A07_T01_C2_F000600.png,S10,7,T01,C2,600,33.982,"/scratch/21376026/UPFall/Subject10/Activity7/Trial1/Subject10Activity7Trial1Camera2/2018-07-09T13_47_40.642934.png"
0056_S10_A08_T03_C1_F000018.png,S10,8,T03,C1,18,1.018,"/scratch/21376026/UPFall/Subject10/Activity8/Trial3/Subject10Activity8Trial3Camera1/2018-07-09T13_52_48.142065.png"
0057_S10_A08_T03_C2_F000018.png,S10,8,T03,C2,18,1.018,"/scratch/21376026/UPFall/Subject10/Activity8/Trial3/Subject10Activity8Trial3Camera2/2018-07-09T13_52_48.142065.png"
0058_S10_A09_T02_C1_F000080.png,S10,9,T02,C1,80,4.891,"/scratch/21376026/UPFall/Subject10/Activity9/Trial2/Subject10Activity9Trial2Camera1/2018-07-09T13_54_48.660678.png"
0059_S10_A09_T02_C2_F000030.png,S10,9,T02,C2,30,2.042,"/scratch/21376026/UPFall/Subject10/Activity9/Trial2/Subject10Activity9Trial2Camera2/2018-07-09T13_54_45.811670.png"
0060_S11_A01_T01_C1_F000014.png,S11,1,T01,C1,14,1.066,"/scratch/21376026/UPFall/Subject11/Activity1/Trial1/Subject11Activity1Trial1Camera1/2018-07-10T12_21_19.387088.png"
0061_S11_A01_T02_C2_F000029.png,S11,1,T02,C2,29,1.646,"/scratch/21376026/UPFall/Subject11/Activity1/Trial2/Subject11Activity1Trial2Camera2/2018-07-10T12_21_39.551679.png"
0062_S11_A10_T01_C1_F000330.png,S11,10,T01,C1,330,17.857,"/scratch/21376026/UPFall/Subject11/Activity10/Trial1/Subject11Activity10Trial1Camera1/2018-07-10T10_54_51.335573.png"
0063_S11_A10_T02_C2_F000060.png,S11,10,T02,C2,60,3.321,"/scratch/21376026/UPFall/Subject11/Activity10/Trial2/Subject11Activity10Trial2Camera2/2018-07-10T10_55_22.768437.png"
0064_S11_A11_T01_C1_F001080.png,S11,11,T01,C1,1080,59.812,"/scratch/21376026/UPFall/Subject11/Activity11/Trial1/Subject11Activity11Trial1Camera1/2018-07-10T12_23_11.384397.png"
0065_S11_A11_T01_C2_F000810.png,S11,11,T01,C2,810,44.802,"/scratch/21376026/UPFall/Subject11/Activity11/Trial1/Subject11Activity11Trial1Camera2/2018-07-10T12_22_56.374760.png"
0066_S11_A11_T02_C1_F000200.png,S11,11,T02,C1,200,11.062,"/scratch/21376026/UPFall/Subject11/Activity11/Trial2/Subject11Activity11Trial2Camera1/2018-07-10T12_23_27.792317.png"
0067_S11_A11_T02_C2_F000090.png,S11,11,T02,C2,90,4.967,"/scratch/21376026/UPFall/Subject11/Activity11/Trial2/Subject11Activity11Trial2Camera2/2018-07-10T12_23_21.696797.png"
0068_S11_A11_T03_C1_F000990.png,S11,11,T03,C1,990,54.563,"/scratch/21376026/UPFall/Subject11/Activity11/Trial3/Subject11Activity11Trial3Camera1/2018-07-10T12_25_15.247149.png"
0069_S11_A02_T02_C1_F000029.png,S11,2,T02,C1,29,1.499,"/scratch/21376026/UPFall/Subject11/Activity2/Trial2/Subject11Activity2Trial2Camera1/2018-07-10T10_36_41.657371.png"
0070_S11_A02_T03_C2_F000020.png,S11,2,T03,C2,20,1.035,"/scratch/21376026/UPFall/Subject11/Activity2/Trial3/Subject11Activity2Trial3Camera2/2018-07-10T10_37_08.014521.png"
0071_S11_A03_T02_C2_F000020.png,S11,3,T02,C2,20,1.024,"/scratch/21376026/UPFall/Subject11/Activity3/Trial2/Subject11Activity3Trial2Camera2/2018-07-10T10_38_46.885004.png"
0072_S11_A03_T03_C1_F000030.png,S11,3,T03,C1,30,1.633,"/scratch/21376026/UPFall/Subject11/Activity3/Trial3/Subject11Activity3Trial3Camera1/2018-07-10T10_39_05.423242.png"
0073_S11_A04_T01_C1_F000030.png,S11,4,T01,C1,30,1.622,"/scratch/21376026/UPFall/Subject11/Activity4/Trial1/Subject11Activity4Trial1Camera1/2018-07-10T10_39_39.795693.png"
0074_S11_A04_T03_C2_F000028.png,S11,4,T03,C2,28,1.602,"/scratch/21376026/UPFall/Subject11/Activity4/Trial3/Subject11Activity4Trial3Camera2/2018-07-10T10_40_18.890070.png"
0075_S11_A05_T01_C1_F000029.png,S11,5,T01,C1,29,1.548,"/scratch/21376026/UPFall/Subject11/Activity5/Trial1/Subject11Activity5Trial1Camera1/2018-07-10T10_40_49.708301.png"
0076_S11_A05_T02_C2_F000018.png,S11,5,T02,C2,18,1.033,"/scratch/21376026/UPFall/Subject11/Activity5/Trial2/Subject11Activity5Trial2Camera2/2018-07-10T10_41_06.893935.png"
0077_S11_A06_T02_C2_F000460.png,S11,6,T02,C2,460,24.272,"/scratch/21376026/UPFall/Subject11/Activity6/Trial2/Subject11Activity6Trial2Camera2/2018-07-10T10_43_28.945618.png"
0078_S11_A06_T03_C1_F000290.png,S11,6,T03,C1,290,14.934,"/scratch/21376026/UPFall/Subject11/Activity6/Trial3/Subject11Activity6Trial3Camera1/2018-07-10T10_44_23.485474.png"
0079_S11_A07_T01_C1_F000240.png,S11,7,T01,C1,240,12.673,"/scratch/21376026/UPFall/Subject11/Activity7/Trial1/Subject11Activity7Trial1Camera1/2018-07-10T10_45_51.358081.png"
0080_S11_A07_T01_C2_F000930.png,S11,7,T01,C2,930,50.146,"/scratch/21376026/UPFall/Subject11/Activity7/Trial1/Subject11Activity7Trial1Camera2/2018-07-10T10_46_28.831019.png"
0081_S11_A07_T02_C2_F000910.png,S11,7,T02,C2,910,51.345,"/scratch/21376026/UPFall/Subject11/Activity7/Trial2/Subject11Activity7Trial2Camera2/2018-07-10T10_47_33.442418.png"
0082_S11_A07_T03_C1_F000700.png,S11,7,T03,C1,700,40.029,"/scratch/21376026/UPFall/Subject11/Activity7/Trial3/Subject11Activity7Trial3Camera1/2018-07-10T10_48_26.051028.png"
0083_S11_A07_T03_C2_F000690.png,S11,7,T03,C2,690,39.53,"/scratch/21376026/UPFall/Subject11/Activity7/Trial3/Subject11Activity7Trial3Camera2/2018-07-10T10_48_25.551189.png"
0084_S11_A08_T01_C2_F000020.png,S11,8,T01,C2,20,1.004,"/scratch/21376026/UPFall/Subject11/Activity8/Trial1/Subject11Activity8Trial1Camera2/2018-07-10T10_49_12.881915.png"
0085_S11_A08_T02_C1_F000021.png,S11,8,T02,C1,21,1.041,"/scratch/21376026/UPFall/Subject11/Activity8/Trial2/Subject11Activity8Trial2Camera1/2018-07-10T10_50_32.775142.png"
0086_S11_A08_T03_C2_F000018.png,S11,8,T03,C2,18,1.043,"/scratch/21376026/UPFall/Subject11/Activity8/Trial3/Subject11Activity8Trial3Camera2/2018-07-10T10_51_36.444130.png"
0087_S11_A09_T01_C2_F000020.png,S11,9,T01,C2,20,1.161,"/scratch/21376026/UPFall/Subject11/Activity9/Trial1/Subject11Activity9Trial1Camera2/2018-07-10T10_53_23.668361.png"
0088_S11_A09_T02_C1_F000080.png,S11,9,T02,C1,80,4.456,"/scratch/21376026/UPFall/Subject11/Activity9/Trial2/Subject11Activity9Trial2Camera1/2018-07-10T10_53_48.683375.png"
0089_S12_A01_T03_C1_F000029.png,S12,1,T03,C1,29,1.578,"/scratch/21376026/UPFall/Subject12/Activity1/Trial3/Subject12Activity1Trial3Camera1/2018-07-10T11_33_28.029848.png"
0090_S12_A01_T03_C2_F000019.png,S12,1,T03,C2,19,1.016,"/scratch/21376026/UPFall/Subject12/Activity1/Trial3/Subject12Activity1Trial3Camera2/2018-07-10T11_33_27.467317.png"
0091_S12_A10_T02_C1_F000190.png,S12,10,T02,C1,190,10.082,"/scratch/21376026/UPFall/Subject12/Activity10/Trial2/Subject12Activity10Trial2Camera1/2018-07-10T11_52_18.118378.png"
0092_S12_A10_T03_C2_F000230.png,S12,10,T03,C2,230,11.983,"/scratch/21376026/UPFall/Subject12/Activity10/Trial3/Subject12Activity10Trial3Camera2/2018-07-10T11_52_57.395120.png"
0093_S12_A11_T01_C1_F000580.png,S12,11,T01,C1,580,31.202,"/scratch/21376026/UPFall/Subject12/Activity11/Trial1/Subject12Activity11Trial1Camera1/2018-07-10T11_54_12.974795.png"
0094_S12_A11_T02_C1_F000930.png,S12,11,T02,C1,930,49.735,"/scratch/21376026/UPFall/Subject12/Activity11/Trial2/Subject12Activity11Trial2Camera1/2018-07-10T11_55_35.195539.png"
0095_S12_A11_T02_C2_F000350.png,S12,11,T02,C2,350,18.937,"/scratch/21376026/UPFall/Subject12/Activity11/Trial2/Subject12Activity11Trial2Camera2/2018-07-10T11_55_04.397544.png"
0096_S12_A11_T03_C1_F000220.png,S12,11,T03,C1,220,11.604,"/scratch/21376026/UPFall/Subject12/Activity11/Trial3/Subject12Activity11Trial3Camera1/2018-07-10T11_56_00.809887.png"
0097_S12_A11_T03_C2_F001010.png,S12,11,T03,C2,1010,53.323,"/scratch/21376026/UPFall/Subject12/Activity11/Trial3/Subject12Activity11Trial3Camera2/2018-07-10T11_56_42.528938.png"
0098_S12_A02_T01_C1_F000030.png,S12,2,T01,C1,30,1.519,"/scratch/21376026/UPFall/Subject12/Activity2/Trial1/Subject12Activity2Trial1Camera1/2018-07-10T11_34_00.250554.png"
0099_S12_A02_T02_C2_F000021.png,S12,2,T02,C2,21,1.027,"/scratch/21376026/UPFall/Subject12/Activity2/Trial2/Subject12Activity2Trial2Camera2/2018-07-10T11_34_16.869905.png"
0100_S12_A02_T03_C2_F000030.png,S12,2,T03,C2,30,1.518,"/scratch/21376026/UPFall/Subject12/Activity2/Trial3/Subject12Activity2Trial3Camera2/2018-07-10T11_34_34.141415.png"
0101_S12_A03_T01_C1_F000021.png,S12,3,T01,C1,21,1.027,"/scratch/21376026/UPFall/Subject12/Activity3/Trial1/Subject12Activity3Trial1Camera1/2018-07-10T11_35_11.187168.png"
0102_S12_A03_T01_C2_F000031.png,S12,3,T01,C2,31,1.58,"/scratch/21376026/UPFall/Subject12/Activity3/Trial1/Subject12Activity3Trial1Camera2/2018-07-10T11_35_11.739322.png"
0103_S12_A04_T02_C2_F000029.png,S12,4,T02,C2,29,1.515,"/scratch/21376026/UPFall/Subject12/Activity4/Trial2/Subject12Activity4Trial2Camera2/2018-07-10T11_36_35.483642.png"
0104_S12_A04_T03_C1_F000029.png,S12,4,T03,C1,29,1.541,"/scratch/21376026/UPFall/Subject12/Activity4/Trial3/Subject12Activity4Trial3Camera1/2018-07-10T11_36_53.171709.png"
0105_S12_A05_T01_C1_F000020.png,S12,5,T01,C1,20,1.022,"/scratch/21376026/UPFall/Subject12/Activity5/Trial1/Subject12Activity5Trial1Camera1/2018-07-10T11_37_26.303080.png"
0106_S12_A05_T03_C2_F000031.png,S12,5,T03,C2,31,1.609,"/scratch/21376026/UPFall/Subject12/Activity5/Trial3/Subject12Activity5Trial3Camera2/2018-07-10T11_37_59.640108.png"
0107_S12_A06_T01_C1_F000140.png,S12,6,T01,C1,140,7.259,"/scratch/21376026/UPFall/Subject12/Activity6/Trial1/Subject12Activity6Trial1Camera1/2018-07-10T11_39_16.026642.png"
0108_S12_A06_T02_C1_F000660.png,S12,6,T02,C1,660,34.734,"/scratch/21376026/UPFall/Subject12/Activity6/Trial2/Subject12Activity6Trial2Camera1/2018-07-10T11_40_47.297082.png"
0109_S12_A06_T03_C2_F000980.png,S12,6,T03,C2,980,51.517,"/scratch/21376026/UPFall/Subject12/Activity6/Trial3/Subject12Activity6Trial3Camera2/2018-07-10T11_42_08.518029.png"
0110_S12_A07_T01_C1_F000780.png,S12,7,T01,C1,780,42.336,"/scratch/21376026/UPFall/Subject12/Activity7/Trial1/Subject12Activity7Trial1Camera1/2018-07-10T11_43_29.536817.png"
0111_S12_A07_T01_C2_F000440.png,S12,7,T01,C2,440,23.834,"/scratch/21376026/UPFall/Subject12/Activity7/Trial1/Subject12Activity7Trial1Camera2/2018-07-10T11_43_11.034750.png"
0112_S12_A07_T02_C1_F000890.png,S12,7,T02,C1,890,47.415,"/scratch/21376026/UPFall/Subject12/Activity7/Trial2/Subject12Activity7Trial2Camera1/2018-07-10T11_44_38.738563.png"
0113_S12_A07_T02_C2_F000100.png,S12,7,T02,C2,100,5.307,"/scratch/21376026/UPFall/Subject12/Activity7/Trial2/Subject12Activity7Trial2Camera2/2018-07-10T11_43_56.630187.png"
0114_S12_A07_T03_C2_F000850.png,S12,7,T03,C2,850,44.88,"/scratch/21376026/UPFall/Subject12/Activity7/Trial3/Subject12Activity7Trial3Camera2/2018-07-10T11_45_41.430062.png"
0115_S12_A08_T01_C1_F000030.png,S12,8,T01,C1,30,1.632,"/scratch/21376026/UPFall/Subject12/Activity8/Trial1/Subject12Activity8Trial1Camera1/2018-07-10T11_46_15.958937.png"
0116_S12_A08_T01_C2_F000030.png,S12,8,T01,C2,30,1.632,"/scratch/21376026/UPFall/Subject12/Activity8/Trial1/Subject12Activity8Trial1Camera2/2018-07-10T11_46_15.958937.png"
0117_S12_A09_T02_C2_F000010.png,S12,9,T02,C2,10,0.486,"/scratch/21376026/UPFall/Subject12/Activity9/Trial2/Subject12Activity9Trial2Camera2/2018-07-10T11_50_33.821959.png"
0118_S12_A09_T03_C1_F000030.png,S12,9,T03,C1,30,1.607,"/scratch/21376026/UPFall/Subject12/Activity9/Trial3/Subject12Activity9Trial3Camera1/2018-07-10T11_50_50.985288.png"
0119_S13_A01_T01_C2_F000029.png,S13,1,T01,C2,29,1.593,"/scratch/21376026/UPFall/Subject13/Activity1/Trial1/Subject13Activity1Trial1Camera2/2018-07-11T12_43_23.338166.png"
0120_S13_A01_T03_C1_F000018.png,S13,1,T03,C1,18,1.059,"/scratch/21376026/UPFall/Subject13/Activity1/Trial3/Subject13Activity1Trial3Camera1/2018-07-11T12_44_00.712609.png"
0121_S13_A10_T01_C2_F000250.png,S13,10,T01,C2,250,15.446,"/scratch/21376026/UPFall/Subject13/Activity10/Trial1/Subject13Activity10Trial1Camera2/2018-07-11T13_01_36.246998.png"
0122_S13_A10_T02_C1_F000340.png,S13,10,T02,C1,340,20.635,"/scratch/21376026/UPFall/Subject13/Activity10/Trial2/Subject13Activity10Trial2Camera1/2018-07-11T13_02_17.959739.png"
0123_S13_A10_T03_C1_F000140.png,S13,10,T03,C1,140,7.848,"/scratch/21376026/UPFall/Subject13/Activity10/Trial3/Subject13Activity10Trial3Camera1/2018-07-11T13_02_41.290189.png"
0124_S13_A11_T01_C1_F000450.png,S13,11,T01,C1,450,25.494,"/scratch/21376026/UPFall/Subject13/Activity11/Trial1/Subject13Activity11Trial1Camera1/2018-07-11T13_03_53.036529.png"
0125_S13_A11_T03_C1_F000320.png,S13,11,T03,C1,320,18.208,"/scratch/21376026/UPFall/Subject13/Activity11/Trial3/Subject13Activity11Trial3Camera1/2018-07-11T13_05_53.505952.png"
0126_S13_A11_T03_C2_F000590.png,S13,11,T03,C2,590,34.073,"/scratch/21376026/UPFall/Subject13/Activity11/Trial3/Subject13Activity11Trial3Camera2/2018-07-11T13_06_09.370684.png"
0127_S13_A02_T01_C1_F000027.png,S13,2,T01,C1,27,1.64,"/scratch/21376026/UPFall/Subject13/Activity2/Trial1/Subject13Activity2Trial1Camera1/2018-07-11T12_44_33.042468.png"
0128_S13_A02_T02_C2_F000017.png,S13,2,T02,C2,17,1.012,"/scratch/21376026/UPFall/Subject13/Activity2/Trial2/Subject13Activity2Trial2Camera2/2018-07-11T12_44_49.419745.png"
0129_S13_A03_T01_C1_F000029.png,S13,3,T01,C1,29,1.523,"/scratch/21376026/UPFall/Subject13/Activity3/Trial1/Subject13Activity3Trial1Camera1/2018-07-11T12_45_50.920013.png"
0130_S13_A03_T03_C2_F000029.png,S13,3,T03,C2,29,1.556,"/scratch/21376026/UPFall/Subject13/Activity3/Trial3/Subject13Activity3Trial3Camera2/2018-07-11T12_46_35.978418.png"
0131_S13_A04_T01_C2_F000028.png,S13,4,T01,C2,28,1.624,"/scratch/21376026/UPFall/Subject13/Activity4/Trial1/Subject13Activity4Trial1Camera2/2018-07-11T12_47_03.216342.png"
0132_S13_A04_T03_C1_F000019.png,S13,4,T03,C1,19,1.049,"/scratch/21376026/UPFall/Subject13/Activity4/Trial3/Subject13Activity4Trial3Camera1/2018-07-11T12_47_41.184447.png"
0133_S13_A05_T01_C2_F000020.png,S13,5,T01,C2,20,1.047,"/scratch/21376026/UPFall/Subject13/Activity5/Trial1/Subject13Activity5Trial1Camera2/2018-07-11T12_48_08.435413.png"
